Date	Open	High	Low	Close	Volume	Market Cap
Dec 08, 2017	0.223636	0.278673	0.222168	0.252125	660,172,000	8,663,460,000
Dec 07, 2017	0.232623	0.233760	0.221340	0.222823	275,205,000	9,011,630,000
Dec 06, 2017	0.245416	0.245705	0.227742	0.232544	274,526,000	9,507,190,000
Dec 05, 2017	0.253598	0.253988	0.245234	0.246101	174,591,000	9,815,990,000
Dec 04, 2017	0.252919	0.255362	0.247160	0.253571	104,650,000	9,768,480,000
Dec 03, 2017	0.255530	0.263072	0.247391	0.252558	134,710,000	9,869,310,000
Dec 02, 2017	0.255656	0.259218	0.250756	0.255492	118,250,000	9,874,190,000
Dec 01, 2017	0.250352	0.258828	0.239438	0.255699	182,992,000	9,669,290,000
Nov 30, 2017	0.246433	0.261524	0.229586	0.250878	270,907,000	9,517,940,000
Nov 29, 2017	0.297867	0.297867	0.239409	0.243064	541,178,000	11,504,500,000
Nov 28, 2017	0.254037	0.301084	0.253415	0.299152	720,743,000	9,811,650,000
Nov 27, 2017	0.248305	0.254733	0.247861	0.253927	196,735,000	9,590,240,000
Nov 26, 2017	0.252914	0.252914	0.248589	0.248818	133,297,000	9,768,270,000
Nov 25, 2017	0.244178	0.255700	0.243584	0.252393	212,593,000	9,430,850,000
Nov 24, 2017	0.242851	0.245388	0.238421	0.244642	211,486,000	9,379,600,000
Nov 23, 2017	0.238991	0.250096	0.237304	0.242402	240,685,000	9,230,520,000
Nov 22, 2017	0.232642	0.240848	0.232317	0.238859	167,078,000	8,985,300,000
Nov 21, 2017	0.237978	0.240974	0.227200	0.233271	217,851,000	9,191,390,000
Nov 20, 2017	0.231336	0.243430	0.230917	0.238759	214,663,000	8,934,850,000
Nov 19, 2017	0.228140	0.236231	0.226037	0.231016	193,808,000	8,811,410,000
Nov 18, 2017	0.226547	0.230399	0.222399	0.228627	144,298,000	8,749,900,000
Nov 17, 2017	0.224768	0.239409	0.220273	0.226581	397,071,000	8,681,190,000
Nov 16, 2017	0.212655	0.271790	0.209287	0.227107	1,022,580,000	8,213,360,000
Nov 15, 2017	0.208937	0.213105	0.208058	0.212956	100,294,000	8,069,730,000
Nov 14, 2017	0.203679	0.213693	0.203679	0.209825	127,361,000	7,866,670,000
Nov 13, 2017	0.197472	0.204081	0.197456	0.203442	132,567,000	7,608,890,000
Nov 12, 2017	0.210214	0.210214	0.195389	0.197339	251,175,000	8,099,860,000
Nov 11, 2017	0.205948	0.214456	0.205459	0.210430	134,503,000	7,935,490,000
Nov 10, 2017	0.218256	0.219068	0.205260	0.206483	141,033,000	8,409,740,000
Nov 09, 2017	0.217911	0.221791	0.214866	0.217488	147,917,000	8,396,440,000
Nov 08, 2017	0.210675	0.221458	0.208060	0.217437	156,959,000	8,117,620,000
Nov 07, 2017	0.205103	0.211375	0.203978	0.210354	114,073,000	7,902,920,000
Nov 06, 2017	0.201967	0.208662	0.201410	0.205990	102,233,000	7,782,080,000
Nov 05, 2017	0.203274	0.205124	0.201117	0.202055	46,959,000	7,832,450,000
Nov 04, 2017	0.208083	0.208479	0.202133	0.203750	74,013,200	8,017,770,000
Nov 03, 2017	0.206205	0.228026	0.201728	0.208133	373,402,000	7,945,410,000
Nov 02, 2017	0.194596	0.211848	0.183815	0.205861	197,770,000	7,498,090,000
Nov 01, 2017	0.200247	0.201501	0.193613	0.194124	67,921,000	7,715,840,000
Oct 31, 2017	0.202405	0.203778	0.200461	0.200558	43,875,700	7,798,990,000
Oct 30, 2017	0.203076	0.204135	0.201946	0.202711	34,835,100	7,824,820,000
Oct 29, 2017	0.201358	0.205209	0.200075	0.202785	62,511,100	7,758,640,000
Oct 28, 2017	0.202592	0.203476	0.201401	0.201835	26,864,900	7,806,200,000
Oct 27, 2017	0.203668	0.204492	0.201771	0.202785	29,623,000	7,847,650,000
Oct 26, 2017	0.204444	0.206289	0.202660	0.203628	38,193,100	7,877,530,000
Oct 25, 2017	0.207113	0.208237	0.201803	0.204604	75,017,500	7,980,370,000
Oct 24, 2017	0.195567	0.217508	0.190455	0.206644	220,081,000	7,535,480,000
Oct 23, 2017	0.203504	0.203919	0.190729	0.196928	99,914,800	7,841,330,000
Oct 22, 2017	0.210958	0.211901	0.200722	0.204177	75,849,500	8,128,520,000
Oct 21, 2017	0.210189	0.212381	0.200774	0.211016	116,807,000	8,098,920,000
Oct 20, 2017	0.215086	0.223822	0.208754	0.210549	182,704,000	8,287,600,000
Oct 19, 2017	0.218229	0.231790	0.208317	0.215150	304,542,000	8,408,710,000
Oct 18, 2017	0.231216	0.238150	0.207265	0.218520	354,225,000	8,909,100,000
Oct 17, 2017	0.256098	0.263147	0.222939	0.232064	411,265,000	9,867,860,000
Oct 16, 2017	0.263386	0.291359	0.249010	0.256232	963,158,000	10,148,700,000
Oct 15, 2017	0.257537	0.268419	0.249048	0.263983	280,211,000	9,923,310,000
Oct 14, 2017	0.261150	0.267721	0.257320	0.257320	211,160,000	10,062,500,000
Oct 13, 2017	0.248285	0.264250	0.238867	0.260489	398,689,000	9,583,920,000
Oct 12, 2017	0.265046	0.267468	0.248414	0.248414	245,004,000	10,230,900,000
Oct 11, 2017	0.260658	0.267843	0.259080	0.264439	161,206,000	10,061,500,000
Oct 10, 2017	0.252825	0.266560	0.241193	0.260733	384,049,000	9,758,310,000
Oct 09, 2017	0.278758	0.278758	0.240430	0.251825	610,110,000	10,759,300,000
Oct 08, 2017	0.238312	0.279944	0.237532	0.279944	529,838,000	9,198,180,000
Oct 07, 2017	0.233963	0.239336	0.233478	0.238610	77,950,200	9,030,320,000
Oct 06, 2017	0.237726	0.242424	0.233533	0.234039	167,492,000	9,115,310,000
Oct 05, 2017	0.215583	0.241023	0.215583	0.237016	404,299,000	8,266,280,000
Oct 04, 2017	0.203218	0.217024	0.202647	0.214774	123,573,000	7,792,170,000
Oct 03, 2017	0.203209	0.204808	0.198730	0.203318	48,703,100	7,791,820,000
Oct 02, 2017	0.206077	0.206556	0.199444	0.202676	77,412,300	7,901,790,000
Oct 01, 2017	0.197622	0.207185	0.196170	0.206532	51,345,500	7,577,590,000
Sep 30, 2017	0.193824	0.199826	0.193497	0.197529	54,729,300	7,431,970,000
Sep 29, 2017	0.196105	0.196203	0.187172	0.193606	72,291,200	7,519,420,000
Sep 28, 2017	0.202532	0.203271	0.191344	0.196131	117,962,000	7,765,860,000
Sep 27, 2017	0.185297	0.207687	0.185098	0.203299	249,934,000	7,105,010,000
Sep 26, 2017	0.181968	0.191247	0.180085	0.186119	70,000,700	6,977,340,000
Sep 25, 2017	0.175519	0.183665	0.174939	0.181487	35,622,600	6,730,080,000
Sep 24, 2017	0.178175	0.178939	0.174165	0.175787	20,566,500	6,831,900,000
Sep 23, 2017	0.173371	0.178672	0.171527	0.177882	32,476,700	6,647,700,000
Sep 22, 2017	0.171567	0.175870	0.169291	0.173510	37,244,700	6,578,530,000
Sep 21, 2017	0.180981	0.182109	0.171148	0.171754	43,583,200	6,939,500,000
Sep 20, 2017	0.183710	0.186229	0.180333	0.182078	34,521,600	7,044,160,000
Sep 19, 2017	0.189819	0.190680	0.181334	0.184041	54,046,100	7,278,390,000
Sep 18, 2017	0.178309	0.190019	0.178309	0.189768	88,397,900	6,837,060,000
Sep 17, 2017	0.178377	0.181121	0.171017	0.178393	49,161,100	6,839,640,000
Sep 16, 2017	0.181925	0.187417	0.172279	0.179082	84,495,200	6,975,690,000
Sep 15, 2017	0.165035	0.189184	0.150973	0.181358	289,414,000	6,328,090,000
Sep 14, 2017	0.200427	0.202010	0.164167	0.164167	152,533,000	7,685,140,000
Sep 13, 2017	0.209630	0.209674	0.196179	0.200778	105,471,000	8,038,030,000
Sep 12, 2017	0.214860	0.220623	0.207608	0.209303	94,519,500	8,238,550,000
Sep 11, 2017	0.212513	0.220057	0.210353	0.214441	138,339,000	8,148,560,000
Sep 10, 2017	0.209606	0.216529	0.197605	0.213031	117,091,000	8,037,080,000
Sep 09, 2017	0.211293	0.211892	0.206395	0.209995	51,185,500	8,101,800,000
Sep 08, 2017	0.223615	0.224308	0.206103	0.211518	151,329,000	8,574,260,000
Sep 07, 2017	0.226382	0.227210	0.219618	0.223640	103,080,000	8,680,360,000
Sep 06, 2017	0.214951	0.226860	0.214805	0.226186	163,297,000	8,242,060,000
Sep 05, 2017	0.205110	0.218674	0.190232	0.215189	242,636,000	7,864,700,000
Sep 04, 2017	0.228781	0.228781	0.195960	0.204968	239,613,000	8,772,340,000
Sep 03, 2017	0.227229	0.236443	0.218662	0.228811	186,526,000	8,712,840,000
Sep 02, 2017	0.249348	0.249680	0.217774	0.226669	329,928,000	9,560,940,000
Sep 01, 2017	0.255803	0.256162	0.243833	0.248479	283,576,000	9,808,460,000
Aug 31, 2017	0.227558	0.261038	0.225907	0.255630	432,574,000	8,725,450,000
Aug 30, 2017	0.218871	0.229805	0.217476	0.228006	181,186,000	8,392,340,000
Aug 29, 2017	0.224026	0.225926	0.214867	0.218564	269,770,000	8,590,000,000
Aug 28, 2017	0.203425	0.236260	0.196610	0.224508	542,468,000	7,800,090,000
Aug 27, 2017	0.212617	0.212617	0.197717	0.202995	193,971,000	8,152,540,000
Aug 26, 2017	0.218256	0.229086	0.210324	0.212577	184,121,000	8,368,790,000
Aug 25, 2017	0.217200	0.232184	0.203022	0.217828	504,484,000	8,328,300,000
Aug 24, 2017	0.252371	0.288783	0.212543	0.218958	1,342,360,000	9,676,890,000
Aug 23, 2017	0.240987	0.297662	0.219992	0.246827	1,770,400,000	9,240,380,000
Aug 22, 2017	0.194971	0.254659	0.171483	0.239286	1,450,040,000	7,475,950,000
Aug 21, 2017	0.158410	0.205684	0.154856	0.191918	447,089,000	6,074,040,000
Aug 20, 2017	0.154569	0.161205	0.153432	0.158735	68,542,800	5,926,770,000
Aug 19, 2017	0.159553	0.162348	0.152305	0.155057	87,062,100	6,117,890,000
Aug 18, 2017	0.157117	0.168716	0.154162	0.158883	146,539,000	6,024,470,000
Aug 17, 2017	0.160787	0.161001	0.155909	0.157498	56,084,300	6,165,190,000
Aug 16, 2017	0.161238	0.161726	0.153087	0.160431	107,920,000	6,182,490,000
Aug 15, 2017	0.169790	0.169790	0.158244	0.161221	100,614,000	6,510,400,000
Aug 14, 2017	0.168376	0.180054	0.165289	0.169991	84,388,300	6,457,680,000
Aug 13, 2017	0.173545	0.174147	0.162625	0.168092	110,199,000	6,655,930,000
Aug 12, 2017	0.179221	0.182599	0.173242	0.173853	65,229,300	6,873,590,000
Aug 11, 2017	0.180175	0.182631	0.177627	0.179307	54,059,700	6,910,180,000
Aug 10, 2017	0.183168	0.183500	0.180013	0.180399	48,162,800	7,023,380,000
Aug 09, 2017	0.192527	0.192914	0.180629	0.182947	97,805,400	7,382,220,000
Aug 08, 2017	0.179602	0.194391	0.178487	0.192586	180,028,000	6,886,620,000
Aug 07, 2017	0.179716	0.181847	0.177605	0.179021	58,052,100	6,891,020,000
Aug 06, 2017	0.185398	0.189486	0.180298	0.180444	74,161,600	7,108,860,000
Aug 05, 2017	0.173865	0.187844	0.173267	0.184737	114,270,000	6,666,640,000
Aug 04, 2017	0.174555	0.176053	0.172224	0.173743	45,170,000	6,693,120,000
Aug 03, 2017	0.173218	0.175969	0.171730	0.174612	31,479,000	6,639,970,000
Aug 02, 2017	0.177531	0.179655	0.171618	0.173113	53,441,400	6,805,300,000
Aug 01, 2017	0.168024	0.178332	0.166124	0.177053	119,957,000	6,440,860,000
Jul 31, 2017	0.165050	0.169535	0.162002	0.167386	57,273,800	6,326,860,000
Jul 30, 2017	0.169494	0.170411	0.164094	0.165082	40,621,700	6,497,250,000
Jul 29, 2017	0.165218	0.171566	0.155475	0.169871	80,897,000	6,333,340,000
Jul 28, 2017	0.173211	0.174078	0.162183	0.165937	74,649,800	6,639,700,000
Jul 27, 2017	0.175210	0.176602	0.171980	0.173457	34,575,100	6,716,190,000
Jul 26, 2017	0.177582	0.180872	0.169060	0.173822	76,584,600	6,807,110,000
Jul 25, 2017	0.192280	0.192734	0.169797	0.178104	166,807,000	7,370,540,000
Jul 24, 2017	0.194979	0.195279	0.189835	0.192002	56,632,800	7,466,020,000
Jul 23, 2017	0.193568	0.204121	0.188722	0.195058	195,682,000	7,411,980,000
Jul 22, 2017	0.182168	0.195009	0.181447	0.193320	83,913,800	6,975,460,000
Jul 21, 2017	0.189430	0.190708	0.181098	0.182608	104,722,000	7,253,530,000
Jul 20, 2017	0.170017	0.192918	0.167718	0.188295	183,292,000	6,510,190,000
Jul 19, 2017	0.188498	0.188533	0.158188	0.168388	147,778,000	7,217,840,000
Jul 18, 2017	0.179668	0.195807	0.165966	0.188718	295,841,000	6,879,740,000
Jul 17, 2017	0.150146	0.179604	0.141425	0.177889	312,685,000	5,749,320,000
Jul 16, 2017	0.169480	0.172575	0.119770	0.148056	257,944,000	6,489,640,000
Jul 15, 2017	0.190976	0.191167	0.167118	0.170589	131,779,000	7,312,750,000
Jul 14, 2017	0.200819	0.201156	0.183369	0.190769	97,037,600	7,689,650,000
Jul 13, 2017	0.205873	0.230452	0.193357	0.200809	216,750,000	7,883,170,000
Jul 12, 2017	0.184198	0.205898	0.177162	0.205354	153,023,000	7,053,180,000
Jul 11, 2017	0.196415	0.203320	0.168265	0.185019	271,415,000	7,520,990,000
Jul 10, 2017	0.234067	0.234067	0.185418	0.203165	119,367,000	8,962,770,000
Jul 09, 2017	0.236884	0.248501	0.233416	0.233416	82,755,000	9,070,620,000
Jul 08, 2017	0.239741	0.239741	0.221769	0.236134	124,578,000	9,180,000,000
Jul 07, 2017	0.254858	0.255431	0.238892	0.239480	88,408,000	9,758,870,000
Jul 06, 2017	0.256374	0.257148	0.253303	0.254641	43,845,800	9,816,910,000
Jul 05, 2017	0.255125	0.261713	0.254275	0.256523	73,292,100	9,769,110,000
Jul 04, 2017	0.259841	0.262258	0.254387	0.254709	56,008,900	9,949,670,000
Jul 03, 2017	0.258977	0.262354	0.255666	0.259959	60,367,800	9,916,580,000
Jul 02, 2017	0.254512	0.259951	0.250944	0.259449	54,095,000	9,745,600,000
Jul 01, 2017	0.262855	0.263053	0.252966	0.254744	53,611,000	10,065,100,000
Jun 30, 2017	0.266060	0.269160	0.262242	0.262930	67,764,500	10,187,800,000
Jun 29, 2017	0.280565	0.280873	0.264175	0.265421	89,745,300	10,743,200,000
Jun 28, 2017	0.275391	0.281490	0.267840	0.280455	126,278,000	10,545,100,000
Jun 27, 2017	0.277288	0.278810	0.251052	0.276306	186,951,000	10,617,700,000
Jun 26, 2017	0.298770	0.301980	0.260819	0.277288	280,100,000	11,440,300,000
Jun 25, 2017	0.310816	0.311157	0.289148	0.298423	158,845,000	11,901,600,000
Jun 24, 2017	0.319188	0.327117	0.306487	0.311110	313,710,000	12,222,100,000
Jun 23, 2017	0.297718	0.320751	0.295551	0.319978	177,221,000	11,400,100,000
Jun 22, 2017	0.299886	0.305852	0.291519	0.297848	194,551,000	11,482,700,000
Jun 21, 2017	0.324623	0.327760	0.283614	0.296366	358,493,000	12,429,900,000
Jun 20, 2017	0.292194	0.339533	0.290147	0.324427	793,610,000	11,188,200,000
Jun 19, 2017	0.283977	0.296068	0.280233	0.296068	164,955,000	10,873,600,000
Jun 18, 2017	0.268085	0.289468	0.265078	0.284600	232,512,000	10,265,000,000
Jun 17, 2017	0.262358	0.270717	0.258105	0.268351	121,948,000	10,045,800,000
Jun 16, 2017	0.259473	0.266211	0.252408	0.262068	88,152,400	9,935,290,000
Jun 15, 2017	0.278196	0.278923	0.240868	0.259266	191,548,000	10,662,200,000
Jun 14, 2017	0.265823	0.307854	0.263202	0.278447	431,096,000	10,188,000,000
Jun 13, 2017	0.253823	0.274659	0.252200	0.266153	111,937,000	9,728,120,000
Jun 12, 2017	0.273075	0.283290	0.247476	0.253964	149,942,000	10,466,000,000
Jun 11, 2017	0.259445	0.277735	0.259113	0.272759	114,566,000	9,943,590,000
Jun 10, 2017	0.285806	0.288991	0.257879	0.260874	156,721,000	10,953,900,000
Jun 09, 2017	0.289695	0.299493	0.285884	0.286019	102,482,000	11,115,900,000
Jun 08, 2017	0.280902	0.298570	0.276441	0.289678	103,152,000	10,848,900,000
Jun 07, 2017	0.284677	0.298379	0.278874	0.279783	145,839,000	10,994,700,000
Jun 06, 2017	0.294028	0.294537	0.276248	0.284548	132,720,000	11,355,900,000
Jun 05, 2017	0.299862	0.302394	0.284600	0.294003	78,433,500	11,581,200,000
Jun 04, 2017	0.298386	0.313944	0.277185	0.299413	153,488,000	11,524,200,000
Jun 03, 2017	0.300460	0.310863	0.277563	0.294580	155,454,000	11,604,300,000
Jun 02, 2017	0.333645	0.335809	0.290710	0.303448	293,677,000	12,885,900,000
Jun 01, 2017	0.243946	0.336797	0.243946	0.333657	588,819,000	9,330,770,000
May 31, 2017	0.205360	0.247677	0.193839	0.246590	160,620,000	7,854,880,000
May 30, 2017	0.232191	0.237367	0.205324	0.205324	92,808,700	8,881,150,000
May 29, 2017	0.227189	0.242820	0.214777	0.232070	86,555,600	8,689,830,000
May 28, 2017	0.212887	0.242395	0.204652	0.229554	122,253,000	8,142,790,000
May 27, 2017	0.272697	0.283363	0.162345	0.212549	255,532,000	10,430,500,000
May 26, 2017	0.245083	0.327812	0.245083	0.271808	253,935,000	9,374,260,000
May 25, 2017	0.291834	0.303467	0.238308	0.246065	237,805,000	11,245,100,000
May 24, 2017	0.325054	0.357358	0.293009	0.295890	166,168,000	12,525,200,000
May 23, 2017	0.313347	0.354014	0.291893	0.323368	153,050,000	12,074,100,000
May 22, 2017	0.338403	0.345412	0.270091	0.317954	265,699,000	13,039,500,000
May 21, 2017	0.353164	0.367636	0.332222	0.336201	129,765,000	13,608,300,000
May 20, 2017	0.328631	0.370361	0.303941	0.351634	237,792,000	12,663,000,000
May 19, 2017	0.363505	0.363505	0.300794	0.327801	269,894,000	14,006,800,000
May 18, 2017	0.394931	0.408012	0.331116	0.364869	237,644,000	15,128,200,000
May 17, 2017	0.355124	0.435170	0.326358	0.394132	470,974,000	13,603,300,000
May 16, 2017	0.269824	0.349861	0.269824	0.349861	440,882,000	10,335,800,000
May 15, 2017	0.220069	0.270720	0.220069	0.270720	223,923,000	8,429,940,000
May 14, 2017	0.215179	0.223486	0.211186	0.220223	69,732,000	8,242,620,000
May 13, 2017	0.206697	0.223602	0.186980	0.214878	117,101,000	7,917,710,000
May 12, 2017	0.182760	0.209535	0.180984	0.206068	123,635,000	7,000,780,000
May 11, 2017	0.185035	0.194828	0.162431	0.183135	103,699,000	7,023,110,000
May 10, 2017	0.158471	0.201207	0.156363	0.186066	138,792,000	6,014,860,000
May 09, 2017	0.199198	0.216890	0.134406	0.160074	214,002,000	7,560,680,000
May 08, 2017	0.141620	0.237587	0.135105	0.198212	402,611,000	5,375,270,000
May 07, 2017	0.101929	0.148274	0.098938	0.141763	249,029,000	3,868,770,000
May 06, 2017	0.093429	0.106144	0.093429	0.101791	88,394,200	3,546,160,000
May 05, 2017	0.080229	0.106935	0.078704	0.093551	184,430,000	3,045,130,000
May 04, 2017	0.061062	0.085499	0.059283	0.078914	153,374,000	2,313,340,000
May 03, 2017	0.053905	0.061435	0.052283	0.060490	42,869,000	2,042,180,000
May 02, 2017	0.054646	0.055639	0.050710	0.053908	33,814,700	2,070,240,000
May 01, 2017	0.051580	0.057779	0.049317	0.055115	61,730,100	1,954,090,000
Apr 30, 2017	0.052807	0.054646	0.049574	0.051607	41,974,200	2,000,600,000
Apr 29, 2017	0.044558	0.057719	0.044558	0.052868	114,359,000	1,688,070,000
Apr 28, 2017	0.034843	0.045112	0.034784	0.044475	81,121,600	1,320,040,000
Apr 27, 2017	0.032827	0.035377	0.032157	0.034816	16,661,600	1,243,640,000
Apr 26, 2017	0.032390	0.033509	0.032183	0.032797	11,921,700	1,227,080,000
Apr 25, 2017	0.031409	0.033826	0.031297	0.032346	13,469,200	1,189,920,000
Apr 24, 2017	0.031236	0.031436	0.030739	0.031384	6,333,250	1,183,370,000
Apr 23, 2017	0.031878	0.031974	0.030742	0.031278	4,976,320	1,207,680,000
Apr 22, 2017	0.033122	0.033279	0.031422	0.031770	9,020,550	1,254,840,000
Apr 21, 2017	0.029727	0.034044	0.029216	0.032780	28,245,700	1,126,210,000
Apr 20, 2017	0.030259	0.030611	0.027493	0.029984	25,650,400	1,135,700,000
Apr 19, 2017	0.033181	0.033387	0.029687	0.030173	13,265,600	1,245,350,000
Apr 18, 2017	0.033638	0.034021	0.032866	0.033184	8,970,210	1,262,530,000
Apr 17, 2017	0.033400	0.034060	0.032955	0.033655	7,933,260	1,253,560,000
Apr 16, 2017	0.033880	0.034002	0.033194	0.033462	5,980,280	1,271,610,000
Apr 15, 2017	0.033528	0.034281	0.033277	0.033955	4,972,610	1,258,400,000
Apr 14, 2017	0.034262	0.035127	0.032986	0.033779	8,869,300	1,285,920,000
Apr 13, 2017	0.034459	0.035574	0.033461	0.034383	15,872,400	1,292,790,000
Apr 12, 2017	0.033002	0.034794	0.032477	0.034336	13,437,000	1,238,110,000
Apr 11, 2017	0.033677	0.034576	0.032035	0.032952	11,301,000	1,263,420,000
Apr 10, 2017	0.034123	0.035091	0.032806	0.033598	12,012,700	1,280,150,000
Apr 09, 2017	0.035799	0.035799	0.032327	0.034020	15,695,600	1,343,050,000
Apr 08, 2017	0.036355	0.036895	0.034932	0.035849	14,782,600	1,363,900,000
Apr 07, 2017	0.032740	0.036935	0.030789	0.036320	36,825,000	1,228,290,000
Apr 06, 2017	0.035672	0.036843	0.029463	0.032665	48,264,600	1,338,210,000
Apr 05, 2017	0.037386	0.040178	0.035214	0.035545	42,360,300	1,402,530,000
Apr 04, 2017	0.033032	0.040702	0.028324	0.037455	78,538,100	1,239,170,000
Apr 03, 2017	0.060292	0.061594	0.027447	0.033023	155,550,000	2,261,800,000
Apr 02, 2017	0.021938	0.071441	0.021696	0.061159	230,622,000	820,232,000
Apr 01, 2017	0.021743	0.022798	0.019664	0.021892	30,657,700	812,963,000
Mar 31, 2017	0.013049	0.021776	0.013049	0.020889	72,699,400	487,885,000
Mar 30, 2017	0.010125	0.014126	0.010125	0.013276	19,821,800	378,563,000
Mar 29, 2017	0.009526	0.010101	0.009520	0.010101	3,344,230	356,171,000
Mar 28, 2017	0.009568	0.009644	0.009280	0.009514	3,111,280	357,724,000
Mar 27, 2017	0.009482	0.010053	0.009155	0.009597	6,336,150	354,514,000
Mar 26, 2017	0.009159	0.009840	0.009079	0.009545	5,475,230	342,448,000
Mar 25, 2017	0.010502	0.010711	0.009040	0.009116	11,334,900	392,674,000
Mar 24, 2017	0.010528	0.010825	0.009136	0.010518	24,493,700	393,620,000
Mar 23, 2017	0.007284	0.010582	0.007258	0.010582	12,315,100	271,965,000
Mar 22, 2017	0.006908	0.007460	0.006882	0.007301	4,652,530	257,915,000
Mar 21, 2017	0.006996	0.007075	0.006792	0.006909	3,021,440	261,234,000
